Year,Country,Top 10% income share,Top 5% income share,Top 1% income share,Top 0.5% income share,Top 0.1% income share,Top 0.01% income share,Top 10-5% income share,Top 5-1% income share,Top 1-0.5% income share,Top 0.5-0.1% income share,Top 0.1-0.01% income share,Top 10% income share-including capital gains,Top 5% income share-including capital gains,Top 1% income share-including capital gains,Top 0.5% income share-including capital gains,Top 0.1% income share-including capital gains,Top 0.01% income share-including capital gains,Top 10-5% income share-including capital gains,Top 5-1% income share-including capital gains,Top 1-0.5% income share-including capital gains,Top 0.5-0.1% income share-including capital gains,Top 0.1-0.01% income share-including capital gains,Top 10% income composition-Wages_ salaries and pensions,Top 10% income composition-Entrepreneurial income,Top 10% income composition-Dividends,Top 10% income composition-Interest Income,Top 10% income composition-Rents,Top 5% income composition-Wages_ salaries and pensions,Top 5% income composition-Entrepreneurial income,Top 5% income composition-Dividends,Top 5% income composition-Interest Income,Top 5% income composition-Rents,Top 1% income composition-Wages_ salaries and pensions,Top 1% income composition-Entrepreneurial income,Top 1% income composition-Dividends,Top 1% income composition-Interest Income,Top 1% income composition-Rents,Top 0.5% income composition-Wages_ salaries and pensions,Top 0.5% income composition-Entrepreneurial income,Top 0.5% income composition-Dividends,Top 0.5% income composition-Interest Income,Top 0.5% income composition-Rents,Top 0.1% income composition-Wages_ salaries and pensions,Top 0.1% income composition-Entrepreneurial income,Top 0.1% income composition-Dividends,Top 0.1% income composition-Interest Income,Top 0.1% income composition-Rents,Top 0.01% income composition-Wages_ salaries and pensions,Top 0.01% income composition-Entrepreneurial income,Top 0.01% income composition-Dividends,Top 0.01% income composition-Interest Income,Top 0.01% income composition-Rents,Top 10-5% income composition-Wages_ salaries and pensions,Top 10-5% income composition-Entrepreneurial income,Top 10-5% income composition-Dividends,Top 10-5% income composition-Interest Income,Top 10-5% income composition-Rents,Top 5-1% income composition-Wages_ salaries and pensions,Top 5-1% income composition-Entrepreneurial income,Top 5-1% income composition-Dividends,Top 5-1% income composition-Interest Income,Top 5-1% income composition-Rents,Top 1-0.5% income composition-Wages_ salaries and pensions,Top 1-0.5% income composition-Entrepreneurial income,Top 1-0.5% income composition-Dividends,Top 1-0.5% income composition-Interest Income,Top 1-0.5% income composition-Rents,Top 0.5-0.1% income composition-Wages_ salaries and pensions,Top 0.5-0.1% income composition-Entrepreneurial income,Top 0.5-0.1% income composition-Dividends,Top 0.5-0.1% income composition-Interest Income,Top 0.5-0.1% income composition-Rents,Top 0.1-0.01% income composition-Wages_ salaries and pensions,Top 0.1-0.01% income composition-Entrepreneurial income,Top 0.1-0.01% income composition-Dividends,Top 0.1-0.01% income composition-Interest Income,Top 0.1-0.01% income composition-Rents,Top 10% capital gains (a),Top 5% capital gains (a),Top 1% capital gains (a),Top 0.5% capital gains (a),Top 0.1% capital gains (a),Top 0.01% capital gains (a),Top 10-5% capital gains (a),Top 5-1% capital gains (a),Top 1-0.5% capital gains (a),Top 0.5-0.1% capital gains (a),Top 0.1-0.01% capital gains (a),Top 10% capital gains (b),Top 5% capital gains (b),Top 1% capital gains (b),Top 0.5% capital gains (b),Top 0.1% capital gains (b),Top 0.01% capital gains (b),Top 10-5% capital gains (b),Top 5-1% capital gains (b),Top 1-0.5% capital gains (b),Top 0.5-0.1% capital gains (b),Top 0.1-0.01% capital gains (b),Number of tax units,Number of tax returns,Income control,Income control-including capital gains,Price index,Average income per tax unit,Average income per tax unit-including capital gains,Top 10% average income,Top 5% average income,Top 1% average income,Top 0.5% average income,Top 0.1% average income,Top 0.01% average income,Bottom 90% average income,Top 10-5% average income,Top 5-1% average income,Top 1-0.5% average income,Top 0.5-0.1% average income,Top 0.1-0.01% average income,P90 income threshold,P95 income threshold,P99 income threshold,P99.5 income threshold,P99.9 income threshold,P99.99 income threshold,Top 10% average income-including capital gains,Top 5% average income-including capital gains,Top 1% average income-including capital gains,Top 0.5% average income-including capital gains,Top 0.1% average income-including capital gains,Top 0.01% average income-including capital gains,Bottom 90% average income-including capital gains,Top 10-5% average income-including capital gains,Top 5-1% average income-including capital gains,Top 1-0.5% average income-including capital gains,Top 0.5-0.1% average income-including capital gains,Top 0.1-0.01% average income-including capital gains,P90 income threshold-including capital gains,P95 income threshold-including capital gains,P99 income threshold-including capital gains,P99.5 income threshold-including capital gains,P99.9 income threshold-including capital gains,P99.99 income threshold-including capital gains,Pareto-Lorenz coefficient,Inverted Pareto-Lorenz coefficient
1969,United States,31.82,20.68,8.02,5.3,2,0.55,11.14,12.66,2.71,3.3,1.45,33.93,23.08,10.35,7.45,3.69,1.56,10.85,12.73,2.91,3.75,2.14,72.18,16.55,6.1,3.84,1.33,63.27,21.85,8.63,4.54,1.71,43.86,31.12,16.58,5.93,2.52,39.93,29.74,21.02,6.48,2.83,32.12,21.71,34.43,8.06,3.69,18.43,8.32,57.24,11.25,4.76,88.56,6.8,1.45,2.56,0.64,75.27,16.12,3.72,3.67,1.21,51.3,33.73,8.16,4.89,1.92,44.33,34.26,13.47,5.59,2.34,36.29,25.79,27.47,7.09,3.37,7.92,10.8,18.76,22.73,31.58,39.95,2.06,4.89,9.68,16.16,27.8,12.24,16.98,31.08,38.46,58.37,79.72,2.13,5.52,12.17,18.85,42.8,78792.881,75834,594701.8808,624278.8808,0.1742844,43306.58,45460.4,137805.34,179116.14,347207.15,459358.88,866631.74,2369431.18,32806.72,96494.54,137093.38,235055.42,357540.66,699654.03,86919.96,107528.31,201775.26,272548.33,472124.18,1005124.46,154244.04,209881.61,470583.2,676978.01,1679169.08,7083504.22,33373.33,98606.47,144706.21,264188.38,426430.25,1078687.4,88830.81,113510.21,226805.09,325092.93,727964.07,3005144.34,2.517,1.659
1970,United States,31.51,20.39,7.8,5.16,1.94,0.53,11.13,12.58,2.65,3.22,1.41,32.63,21.66,9.03,6.25,2.78,1,10.96,12.64,2.77,3.48,1.78,73.7,15.16,5.62,4.2,1.33,65.18,20.17,7.86,5.03,1.76,45.61,30.05,14.93,6.5,2.91,40.97,29.98,18.79,7.04,3.22,32.2,23.03,31.77,8.86,4.14,18.13,10.63,55.02,11.19,5.03,89.22,6.03,1.53,2.68,0.53,77.13,14.13,3.54,4.14,1.06,54.51,30.17,7.53,5.48,2.31,45.97,33.96,11.37,5.99,2.7,36.84,27.12,24.11,8.09,3.85,3.97,5.48,10.08,12.14,17.61,23.18,1.09,2.38,5.76,8.49,15.33,7.47,10.59,20.13,25.19,41.67,64.4,1.31,3.78,8.73,12.02,28.94,79924,74280,641252.3598,659499.3598,0.184257,43543.94,44782.99,137222.88,177552.12,339810.17,449031.52,843782.57,2287534.13,33135.16,96893.64,136987.61,230588.81,350343.76,683365.73,87265.68,108569.88,199255.86,269395.39,482885.52,1083313.34,146114.3,194024.78,404179.31,559880.12,1242882.35,4461617.94,33523.96,98203.82,141486.15,248478.51,389129.56,885245.06,88450.31,112141.08,214725.9,299235.23,625571.89,2113010.29,2.532,1.653
1971,United States,31.75,20.5,7.79,5.12,1.91,0.52,11.26,12.71,2.66,3.21,1.4,33.34,22.26,9.4,6.56,2.99,1.11,11.08,12.86,2.84,3.58,1.87,74.83,14.31,5.14,4.39,1.32,66.34,19.15,7.41,5.27,1.83,47.56,28.76,13.96,6.76,2.96,42.46,29.12,17.78,7.15,3.49,34,22.86,30.29,8.59,4.26,18.99,13.62,51.54,10.77,5.08,90.14,5.59,1.05,2.8,0.41,77.62,13.38,3.48,4.37,1.15,57.17,28.09,6.76,6.01,1.96,47.21,32.63,10.75,6.35,3.05,38.86,25.85,23.41,7.89,4,5.69,7.72,13.36,15.87,22.51,28.02,1.76,3.88,8.09,11.34,20.24,9.9,13.86,25.1,31.33,48.95,71.04,1.94,5.64,10.68,16.61,35.83,81849.283,74576,683605.5163,709905.5163,0.1923302,43425.35,45096.03,137892.35,178009.36,338113.3,444933.69,831343.62,2249634.74,32929.01,97775.33,137983.38,231292.91,348331.21,673755.71,87824.61,109407.67,201218.62,266870.72,470890.9,1040320.22,150336.44,200745.84,423860.1,591995.23,1347350.07,5022397.86,33402.65,99927.03,144967.28,255724.97,403156.52,939011.43,89763.31,114952.9,222488.69,308895.21,656323.06,2322710.56,2.559,1.641
1972,United States,31.62,20.37,7.75,5.1,1.92,0.52,11.25,12.62,2.66,3.18,1.4,33.59,22.52,9.64,6.78,3.13,1.18,11.07,12.88,2.86,3.65,1.95,74.59,14.5,5.08,4.41,1.42,66.21,19.32,7.18,5.33,1.95,49.27,27.22,13.63,6.65,3.23,46.21,26.44,16.86,6.98,3.51,37.41,21.69,28.56,8.14,4.2,24.52,12.34,48.27,9.93,4.93,89.58,5.86,1.33,2.77,0.47,76.36,14.59,3.31,4.55,1.18,54.92,28.68,7.66,6.02,2.71,51.11,29.08,10.35,6.34,3.12,41.51,24.67,22.28,7.57,3.97,6.81,8.99,14.78,17.25,23.48,30.61,2.6,5.02,9.61,12.99,20.44,11.89,16.38,28.42,34.88,53.35,75.27,2.74,7.37,13.1,19.07,40.1,83669.529,77573,751147.6272,785496.6272,0.1985037,45226.12,47294.25,143020.22,184245.29,350689.08,461213.76,866360.21,2353820.59,34360.11,101795.15,142634.34,240164.39,359927.15,701086.83,91825.26,113155.96,209076.61,276631.81,488415.7,1075801.6,158842.18,212999.07,455808.21,641317.43,1478339.71,5572007.35,34900.04,104685.28,152296.79,270298.98,432061.86,1023487.75,94439.36,120830.46,235327.99,332097.63,713071.01,2546846.88,2.546,1.647
1973,United States,31.85,20.57,7.74,5.07,1.89,0.5,11.28,12.83,2.67,3.18,1.39,33.33,22.21,9.16,6.3,2.76,0.94,11.12,13.05,2.86,3.54,1.82,73.21,15.38,5.12,4.75,1.55,64.92,20.17,7.12,5.68,2.11,49.13,27.24,13.34,7.12,3.17,45.66,26.71,16.64,7.51,3.48,36.92,22.11,27.18,9.18,4.61,23.28,12.84,46.25,11.83,5.81,88.77,6.38,1.36,3.01,0.49,74.25,15.99,3.45,4.83,1.48,55.53,28.22,7.25,6.41,2.58,50.52,29.27,10.77,6.58,2.86,41.2,25.02,21.2,8.35,4.23,5.15,6.84,10.8,12.77,17.16,20.46,1.9,4.28,6.81,9.94,15.92,10.21,13.92,24.88,29.95,46.46,68.54,2.79,6.23,13.68,17.1,35.03,85441.835,80693,831698.5191,865418.5191,0.2108508,46165.76,48037.49,147054.64,189932.14,357415.17,468169.23,870848.27,2286219.68,34955.89,104177.13,148061.38,246661.12,367499.47,713584.78,93518.06,116674.52,215861.86,283555.46,503846.06,1151826.32,160121.93,213417.33,440141.68,605642.22,1325875.81,4522228.66,35583.66,106826.53,156736.25,274641.13,425583.83,970725.49,95902.12,123517.82,240362.53,328391.85,685448.27,2278492.06,2.586,1.631
1974,United States,32.36,21.04,8.12,5.41,2.11,0.56,11.32,12.91,2.71,3.3,1.54,33.31,22.12,9.12,6.31,2.73,0.88,11.19,13,2.82,3.58,1.85,72.66,14.92,5.25,5.38,1.8,64.82,19.52,7.03,6.27,2.36,49.38,26.15,12.95,7.91,3.61,45.6,25.55,16.07,8.6,4.18,36.23,22.5,25.63,9.78,5.86,22.89,18.26,39.94,11.08,7.83,86.89,6.58,2.01,3.76,0.78,74.25,15.47,3.4,5.27,1.6,56.68,27.32,6.93,6.57,2.5,51.23,27.37,10.33,7.89,3.17,40.83,23.97,20.69,9.33,5.18,3.47,4.56,7.52,8.7,11.32,14.15,1.39,2.59,5.08,6.95,10.23,7.17,9.94,17.88,22.62,35.31,54.96,1.72,4.36,7.25,12.94,25.98,87227.732,83340,914549.7313,941900.7313,0.2341204,44783.03,46122.33,144916.04,188416.02,363800.27,484475.4,943525.17,2521124.19,33657.14,101416.06,144569.96,243125.14,369712.95,768236.39,91353.79,116319.76,212122.74,281849.48,552624.01,1325821.98,153627.6,204025.33,420747.73,581774,1258324.72,4053480.87,34177.31,103229.87,149844.73,259721.47,412636.32,947751.82,92991.67,120569.03,226612.58,314585.62,681786.39,2131758.16,2.416,1.706
1975,United States,32.62,21.03,8.01,5.31,2.04,0.56,11.6,13.02,2.7,3.27,1.48,33.43,21.98,8.87,6.07,2.56,0.85,11.45,13.11,2.8,3.5,1.72,75.46,13,4.85,5.04,1.65,68.11,17.11,6.75,5.77,2.26,52.86,23.41,12.67,7.33,3.73,49.67,22.6,15.72,7.69,4.33,40.69,20.33,24.96,8.32,5.7,25.83,16.74,40.07,9.74,7.63,88.69,5.62,1.44,3.71,0.55,77.37,13.28,3.16,4.83,1.36,59.05,24.98,6.77,6.63,2.57,55.08,23.97,10.15,7.3,3.51,45.92,21.59,19.64,7.82,5.02,3.23,4.22,7.04,8.11,11.2,15.44,1.39,2.4,4.85,6.07,9.49,6.46,9.07,16.33,20.09,31.66,51.2,1.46,4.16,8.2,11.63,22.03,89127.466,82229,965991.3744,994271.3744,0.2554904,42421.6,43663.52,138383.94,178384.71,339622.26,450385.96,864566.14,2374373.15,31759.12,98383.17,138075.33,228858.55,346840.91,696809.81,88463.55,110426.04,199562.09,266101.61,495025.12,1187518.67,145979.88,191955.97,387412.12,529891.82,1119756.45,3696472.52,32295.04,100003.78,143091.94,244932.41,382425.67,833454.67,89924.45,114442.79,213587.1,293414.85,592124.23,1848829.31,2.464,1.683
1976,United States,32.42,20.85,7.89,5.23,2.02,0.56,11.57,12.96,2.66,3.21,1.46,33.41,21.97,8.86,6.07,2.59,0.86,11.44,13.11,2.79,3.47,1.73,76.11,12.44,4.9,5.07,1.48,69.22,16.16,6.84,5.81,1.97,54.7,21.97,12.78,6.95,3.6,51.99,20.93,15.9,7.02,4.15,43.39,18.56,24.77,7.54,5.74,27.93,16.41,38.93,8.39,8.33,88.42,5.79,1.45,3.75,0.6,77.95,12.67,3.27,5.13,0.98,59.96,23.99,6.72,6.82,2.52,57.21,22.37,10.51,6.71,3.19,48.95,19.33,19.68,7.23,4.81,4.02,5.17,8.44,9.79,13.03,16.63,1.87,3.06,5.67,7.63,11.55,7.85,10.82,18.59,22.22,34.04,52.12,2.14,5.57,10.7,13.4,25.08,91048.456,84670,1068764.59,1106043.59,0.270212,43441.5,44956.76,140827.21,181115.16,342718.55,454464.37,877164.25,2441124.08,32620.87,100539.25,140714.31,230972.73,348789.4,703390.94,90482.13,112619.65,201529.41,266920.81,496692.62,1215162.19,150216.79,197580.99,398356.72,545676.04,1166513.16,3866009,33261.2,102852.59,147387.06,251037.39,390466.76,866569.18,92568.33,117965.57,219046.43,298829.35,611947.54,1924541.45,2.45,1.69
1977,United States,32.43,20.83,7.9,5.25,2.04,0.57,11.6,12.93,2.65,3.21,1.48,33.58,22.12,9.03,6.22,2.71,0.92,11.46,13.1,2.81,3.51,1.78,76.63,11.94,4.98,5.09,1.37,69.81,15.64,6.91,5.75,1.89,56.06,21,12.82,6.73,3.38,53.27,20.1,15.71,6.89,4.03,45.39,17.54,24.53,7.32,5.22,29.22,15.63,39.39,8.09,7.67,88.74,5.36,1.55,3.9,0.45,78.08,12.42,3.35,5.16,0.99,61.5,22.76,7.2,6.43,2.12,58.07,21.67,10.33,6.62,3.3,51.07,18.21,19.31,7.05,4.36,4.21,5.45,8.83,10.03,13.05,15.56,1.92,3.26,6.35,7.99,12.05,8.42,11.63,20.88,25.04,37.4,58.16,2.23,5.25,11.68,15.5,26.66,93075.821,86635,1175139.902,1217277.902,0.2877829,43872.03,45445.19,142297.98,182799.92,346555.09,460802.38,895697.67,2484059.82,32935.81,101796.05,141861.13,232307.79,352078.56,719212.99,91470.65,114081.35,202489.09,268616.9,503251.64,1217165.33,152620.18,201089.5,410148.16,565071.01,1230624.87,4197451.05,33536.85,104150.86,148824.84,255225.31,398682.54,900977.51,93590.71,119686.64,222474.69,304186.54,630464.52,2056800.56,2.425,1.702
1978,United States,32.44,20.86,7.95,5.3,2.08,0.58,11.58,12.91,2.65,3.22,1.5,33.49,22.04,8.95,6.16,2.65,0.86,11.45,13.09,2.79,3.51,1.79,76.92,11.85,4.87,4.97,1.39,70.48,15.22,6.73,5.68,1.89,58.1,19.6,12.4,6.49,3.42,54.97,18.86,15.43,6.7,4.03,45.89,16.9,24.19,7.47,5.55,30.71,16.32,37.66,7.9,7.4,88.42,5.83,1.55,3.7,0.49,78.01,12.57,3.28,5.19,0.96,64.24,21.03,6.44,6.08,2.21,60.66,20.09,9.95,6.21,3.09,51.45,17.11,19.25,7.32,4.87,4.06,5.16,8.2,9.35,11.84,13.45,2.01,3.19,5.81,7.67,11.19,8.28,11.24,19.05,22.79,34.27,51.75,2.59,5.9,10.78,14.13,25.92,95212.836,89771,1317571.011,1365290.011,0.3096278,44692.9,46311.57,144985.33,186477.36,355425.19,473932.05,929275.56,2594676.26,33549.3,103493.29,144240.4,236918.34,360096.17,744231.04,92991.38,115653.48,206899,274119.7,521011.1,1320636.48,155079.25,204104.09,414512.65,570677.18,1226314.97,3966013.36,34226.27,106054.41,151501.96,258348.12,406767.73,921904.04,95296.36,121480.66,225622.36,309660.16,645419.4,2018698.16,2.396,1.716
1979,United States,32.35,20.83,8.03,5.38,2.16,0.62,11.52,12.8,2.65,3.23,1.54,34.21,22.93,9.96,7.11,3.44,1.37,11.28,12.97,2.85,3.67,2.07,77.49,10.56,4.92,5.7,1.33,71.01,13.57,6.8,6.67,1.95,59.03,17,12.5,8.01,3.46,56.32,15.71,15.56,8.31,4.11,46.76,14.21,23.92,9.45,5.62,31.32,13.7,36.19,11.51,7.29,89.1,5.17,1.56,3.96,0.23,78.43,11.45,3.28,5.83,1.01,64.42,19.57,6.41,7.43,2.17,62.46,16.66,10.19,7.57,3.14,52.28,14.4,19.54,8.72,5.02,6.58,8.77,14.87,17.73,25.04,34.73,2.35,4.47,8.4,11.98,20.33,12.41,17.05,29.6,35.53,50.54,71.69,2.97,7.42,14.81,21.46,36.49,97457.046,92694,1476334.056,1548415.056,0.3392856,44648.4,46828.33,144417.97,186004.93,358634.26,480858.53,963453.1,2747326.56,33562.89,102831.02,142847.59,236409.99,360209.89,765244.94,92726,114976.83,204934.59,273279.2,518947.74,1242139.13,160210.4,214767.2,466302.39,665763.34,1610550.15,6428858.24,34230.32,105653.59,151883.41,266841.43,429566.64,1075182.59,95272.88,122251.83,231318.48,325903.59,729143.52,2906708.3,2.33,1.752
1980,United States,32.87,21.17,8.18,5.51,2.23,0.65,11.7,12.99,2.67,3.28,1.58,34.63,23.17,10.02,7.15,3.41,1.28,11.47,13.15,2.87,3.74,2.13,78.14,8.25,5.1,7.16,1.35,72.34,10.33,7,8.43,1.9,60.5,13.34,12.54,10.04,3.57,57.71,12.5,15.27,10.32,4.25,49.09,10.37,22.99,11.56,5.99,33.66,10.7,34.75,13.33,7.56,88.56,4.52,1.68,4.88,0.36,79.65,8.47,3.58,7.43,0.86,66.27,15.03,7.03,9.48,2.19,63.22,13.88,10.25,9.52,3.13,54.92,10.25,18.55,10.89,5.39,6.28,8.38,14.56,17.23,22.92,28.35,2.23,4.02,8.45,12.85,20.42,11.31,15.62,27.8,33.88,48.63,67.41,2.59,6.33,12.66,20.43,37.39,99625,93902,1631791.718,1706017.718,0.3769511,43452.16,45428.69,142807.73,183972,355295.93,478510.74,969477.92,2845309.45,32412.65,101643.45,141141.02,232081.11,355768.95,761052.2,91776.24,113629.22,202425.61,268132.09,516939.88,1361489.44,157333.68,210496.21,455241.98,649543.27,1548898.62,5798872.87,32994.8,104171.14,149309.77,260940.7,424704.43,1076679.26,94057.36,120204.16,227594.62,320082.6,731318.32,2774743.7,2.294,1.773
1981,United States,32.72,20.97,8.03,5.42,2.23,0.66,11.75,12.94,2.6,3.2,1.57,34.54,23.04,10.02,7.23,3.57,1.37,11.51,13.02,2.78,3.67,2.2,79.01,5.66,4.96,9.26,1.13,73.84,6.79,6.88,10.76,1.74,62.69,7.84,12.41,13.33,3.73,59.76,6.58,15.08,13.96,4.63,50.7,4.59,22.1,15.69,6.92,35.4,3.49,32.52,18.86,9.74,88.13,3.66,1.57,6.6,0.04,80.63,6.15,3.51,9.19,0.52,68.63,10.38,7.01,12.06,1.93,65.71,7.89,10.46,12.82,3.11,56.47,5.01,18.17,14.49,5.86,5.87,7.88,13.84,16.37,21.63,26.77,2.06,3.75,8.06,12.27,19.26,11.11,15.69,29.13,35.41,51.86,71.05,1.96,5.34,12.82,19.42,39.95,101432.207,95396,1803844.942,1881124.442,0.4128371,43076.92,44922.4,140936.19,180656.3,345738.61,467214.74,958607.8,2825683.48,32203.67,101216.07,139385.72,224262.48,344366.47,751154.95,90812.35,112847.02,195292.28,255526.34,502844.54,1326394.95,155177.52,206969.4,449988.81,649878.45,1602019.39,6135795.67,32671.83,103385.65,146214.54,250099.16,411843.22,1098266.47,92776.77,118398.44,217833.31,305654.17,735352.4,2880738.41,2.258,1.795
1982,United States,33.22,21.4,8.39,5.73,2.45,0.77,11.82,13.01,2.66,3.28,1.68,35.33,23.83,10.8,7.97,4.18,1.73,11.5,13.04,2.83,3.79,2.44,79.35,5.07,5.34,9,1.23,73.91,6.47,7.18,10.55,1.89,62.61,8.22,12.34,12.93,3.9,59.34,7.6,14.95,13.09,5.02,47.56,7.97,22.11,15.07,7.28,30.27,12.06,30.76,18.59,8.31,89.17,2.55,2.02,6.22,0.05,81.15,5.35,3.88,9.02,0.6,69.58,9.53,6.8,12.58,1.51,67.68,7.34,9.87,11.69,3.42,54.75,6.27,18.52,13.6,6.86,7.31,10.08,17.78,21.29,28.59,34.59,1.82,4.25,8.93,14.75,25.41,11.66,16.53,30.35,37.23,53.45,71.04,1.52,4.97,10.76,19.25,40.93,103250.438,95337,1907974.33,1994598.33,0.4377497,42213.84,44130.39,140226,180638.65,354171.47,483936.79,1034360.55,3270426.91,31323.6,99813.35,137255.44,224406.14,346330.85,785908.73,90310.19,111224.65,195418.83,255041.15,507517.44,1479435.95,155922.22,210333.02,476422.7,703000.35,1842783.23,7651295.12,31709.07,101511.42,143810.59,249845.05,418054.63,1197393.02,91835.59,116522.65,217545.67,307822.34,773149.7,3460785.57,2.148,1.871
1983,United States,33.69,21.79,8.59,5.94,2.61,0.87,11.91,13.19,2.66,3.33,1.74,36.38,24.85,11.56,8.63,4.62,1.88,11.53,13.3,2.92,4.01,2.74,81.04,5.91,4.6,7.67,0.78,76.41,7.29,6.25,8.77,1.27,65.53,9.81,11.01,10.68,2.97,61.81,9.96,13.02,11.29,3.93,50.19,12.11,18.72,12.88,6.11,34.02,21.42,23.91,14.59,6.05,89.48,3.41,1.58,5.66,-0.12,83.42,5.66,3.19,7.54,0.18,73.7,9.49,6.58,9.36,0.88,70.41,8.36,8.81,10.11,2.32,57.63,7.82,16.32,12.1,6.13,9.31,12.55,21.32,24.51,30.61,34.01,2.69,5.64,12.97,18.88,28.76,14.95,20.55,35.84,42.23,56.71,70.47,2.82,7.11,16.68,25.41,47.18,105066.971,96321,2004401.987,2127821.987,0.4564341,41796.56,44370.16,140818.41,182119.13,359153.77,496251.01,1090271.34,3642532.57,30794.13,99517.7,137860.46,222056.54,347745.92,806686.76,89901.66,111121.4,193266.8,253364.78,507236.66,1622965.4,161427,220533.92,512707.34,765876.83,2050288.43,8360078.12,31363.85,102320.08,147490.56,259537.85,444773.93,1349200.68,92418.98,118865.3,225853.75,324008.53,848233.04,3724337.88,2.074,1.931
1984,United States,33.95,22.1,8.89,6.22,2.83,0.98,11.85,13.21,2.67,3.39,1.85,36.74,25.29,11.99,9.04,4.98,2.15,11.45,13.3,2.95,4.06,2.83,80.58,6.16,4.1,8.58,0.58,75.52,7.75,5.55,10.07,1.11,66.07,9.9,8.95,12.43,2.65,63.54,10.04,10.27,12.9,3.24,53.87,12.11,13.13,15.59,5.3,32.57,28.18,17.04,16.31,5.89,89.94,3.24,1.41,5.81,-0.39,81.81,6.31,3.29,8.5,0.08,71.89,9.56,5.89,11.35,1.31,71.23,8.4,8,10.77,1.6,64.07,4.41,11.26,15.24,5.02,9.64,12.82,21.38,24.88,31.14,33.34,3,5.86,11.64,18.66,29.91,15.1,20.99,36.29,42.08,55.51,70.62,2.01,7.04,18.27,25.45,43.93,106871.15,99439,2193702.768,2331723.268,0.4751185,43203.14,45921.34,146662.47,190930.13,383919.14,537159.35,1222576.15,4237712.94,31707.66,102394.81,142682.88,230678.93,365805.15,887560.95,92393.52,115183.34,201441.6,264437.8,541215.58,1858825.04,168694.51,232238.06,550566.89,830181.18,2287389.44,9889336.01,32279.88,105150.96,152655.86,270952.6,465879.12,1442728.71,94849.42,123193.89,236533.38,336670.33,879457.11,4336426.6,1.988,2.012
1985,United States,34.25,22.38,9.09,6.39,2.91,0.97,11.87,13.28,2.7,3.48,1.94,37.56,26.12,12.67,9.63,5.32,2.24,11.44,13.45,3.04,4.31,3.08,80.32,6.58,4.19,8.29,0.62,75.18,8.36,5.67,9.61,1.18,63.65,11,9.64,12.3,3.41,59.29,11.68,11.17,13.17,4.69,46.07,15.49,15.39,14.93,8.12,34.48,26.53,15.91,17.06,6.04,89.93,3.23,1.43,5.82,-0.41,82.94,6.59,2.99,7.8,-0.32,73.89,9.4,6.06,10.28,0.38,69.78,8.66,7.82,11.76,1.97,51.22,10.59,15.15,13.99,9.04,11.3,14.79,23.64,27.1,33.36,36.35,3.87,7.35,13.82,20.84,31.75,17.3,23.56,39.28,45.09,58.58,73.94,2.94,8.59,20.62,28.3,47.35,108736.064,101660,2349494.879,2521716.879,0.4914303,43968.23,47191.17,150598.95,196777.11,399871.69,562349.87,1279839.77,4267003.65,32120.37,104420.79,146003.46,237393.51,382977.39,947932.67,93917.87,117486.68,207981.03,270106.86,592760.76,1874615.87,177254.1,246498.63,597863.17,908444.55,2509640.13,10552804.87,32739.73,108009.57,158657.5,287281.78,508145.66,1615955.16,97105.86,127616.85,251585.1,358238.83,1010074.05,4634246.53,1.979,2.021
1986,United States,34.57,22.59,9.13,6.38,2.87,1,11.98,13.46,2.75,3.51,1.87,40.63,29.49,15.92,12.62,7.4,3.34,11.14,13.57,3.3,5.22,4.05,81.19,7.08,4.58,6.94,0.2,76.4,8.82,6.12,8.08,0.58,65.74,11.14,10.77,10.63,1.73,61.49,11.26,13.05,11.73,2.47,49.21,14.62,17.46,13.81,4.89,38.83,24.09,17.97,15.74,3.37,90.11,3.85,1.72,4.82,-0.5,83.3,7.32,3.11,6.44,-0.17,75.15,10.88,5.71,8.18,0.08,70.58,8.76,9.78,10.2,0.68,53.89,10.36,17.23,12.94,5.58,19.59,25.3,38.82,43.69,48.33,54.59,5.97,12,23.21,39.19,44.2,27.92,36.74,56.68,63.43,75.86,84.95,4.44,13.08,30.47,45.67,68.32,110683.65,103045,2467473.093,2800382.093,0.5003277,44556.84,50568.41,154026.68,201294.71,406772.75,568553.07,1277691.06,4442089.2,32393.53,106758.64,149925.21,244992.43,391268.57,926091.26,95846.6,119317.1,210872.25,274190.6,525830.99,1839874.04,205453.93,298227.58,804900.28,1276552.46,3740998.33,16912444.33,33358.91,112680.28,171559.41,333248.1,660440.99,2277504.33,101086.23,136430.96,286618.89,462468.32,1292176.87,6999669.87,2.012,1.988
